id,participant_id,participant_no,condition_id,condition_type,task_order,task_type,survey_number,thoughts_on_experiment,suggestions,created_at,reason_for_change,internal_inconsistency,pattern_experience,pattern_experience_majority,pattern_experience_minority,pattern_experience_diffusion
017b308f-dd3d-4224-984c-3c36aaab9e8c,cda01786-9a32-4292-8f0d-2b2717a685d4,90,90.0,minorityDiffusion,normativeFirst,informative,2,To focus on the historical character ,Thank you,2025-09-09 18:00:37.553776+00:00,I'd rather to show somebody's achievement instead of focusing how they look,No,It was nice to hear,,,It was nice to hear
77874413-0118-44f6-bfdb-400d57ba551b,cda01786-9a32-4292-8f0d-2b2717a685d4,90,90.0,minorityDiffusion,normativeFirst,normative,1,To hear other opinions to compare to mine,It was interesting to have different points of view. Thank you,2025-09-09 17:51:06.756773+00:00,The opinions were very strong with points,NO,It was nice to have different ideas to make my mind,,,It was nice to have different ideas to make my mind
24d5905a-b43e-4471-b08f-200cb6bc1888,7828fa6e-2064-4d65-a533-7b743e1b3430,91,91.0,majority,informativeFirst,informative,1,"The AI could not answer a basic question, and even when it figured out the question, it was still flat wrong",I no longer have fear of AI dominating human society,2025-09-09 17:43:24.288184+00:00,the AI just kept repeating the same non-sequitir over and over again,there was no difference,"I felt like either the AI was intentionally giving bad answers, or it was very poorly programmed","I felt like either the AI was intentionally giving bad answers, or it was very poorly programmed",,
899bdac2-25aa-4b3b-9a00-f354505af82e,7828fa6e-2064-4d65-a533-7b743e1b3430,91,91.0,majority,informativeFirst,normative,2,they raised a good point and I adjusted accordingly,,2025-09-09 17:58:28.803362+00:00,"they made a good point about someone not responding well to being too direct, and I adjusted accordingly",there was no difference,they all said the same thing over and over again,they all said the same thing over and over again,,
5dedbc98-4f6c-411a-92f6-954c55f573f9,929a3771-f5d2-4878-8a0f-a54e9ddd35f3,92,,minority,normativeFirst,informative,2,I made my decision based on my own views rather than that of the AI,,2025-09-09 18:00:30.993681+00:00,I became more confident after some of the AI views which I thought made little sense.,NO there is no difference.,I took little notice of the AI that had views which I thought were somewhat weak,,I took little notice of the AI that had views which I thought were somewhat weak,
53bce5d9-5d2f-4c8c-b272-c801891bfb03,929a3771-f5d2-4878-8a0f-a54e9ddd35f3,92,92.0,minority,normativeFirst,normative,1,Making sure that my view was conveyed,,2025-09-09 17:47:12.398199+00:00,I remained confident in my opinion,There was no difference between the given answer and my true view,I did not mind about the differing opinion. I believe what I believe regardless.,,I did not mind about the differing opinion. I believe what I believe regardless.,
3cd7c996-c77b-4b32-8595-e35bfa26aac7,9a87156c-e259-4496-8112-91c616f9a63e,93,93.0,minorityDiffusion,informativeFirst,informative,1,It was evaluating how the responses changed as the conversation continued.,"It was very interesting, I enjoyed engaging with the three AI's in this study.",2025-09-09 18:25:49.115244+00:00,All three aspects of the responses from the AI's answers influenced my evaluation of my final thoughts on the question.,"If the AI's responses weren't clear enough to understand, if they were hallucinating, off topic. ","I felt it was the right thing to do, to have a different opinion.",,,"I felt it was the right thing to do, to have a different opinion."
84581c93-862b-4553-ba33-1380cdd51e6c,9a87156c-e259-4496-8112-91c616f9a63e,93,93.0,minorityDiffusion,informativeFirst,normative,2,Choosing the best responses that gave value to my final decision.,"It was a interesting study, thanks for hearing me out.",2025-09-09 18:46:33.940624+00:00,"It changed due to the new responses I received from the three A'I""s answers.","If it didn't fit with how I ended up feeling, after the AI's responses.","It was helpful, they acknowledged that they could see things in a different way.",,,"It was helpful, they acknowledged that they could see things in a different way."
32bb02a1-5e23-41a7-9389-e903722f70e0,520fac17-1bfc-4435-90f5-9cde743aeceb,94,94.0,majority,normativeFirst,informative,2,listening to the arguments and being open to what was said ,,2025-09-09 18:08:26.179152+00:00,hearing that their is factual evidence to back up what was said e.g dictionary,,i listened and was open to it,i listened and was open to it,,
23cc05b8-9ccd-4b1e-8c93-2223599e89e2,520fac17-1bfc-4435-90f5-9cde743aeceb,94,94.0,majority,normativeFirst,normative,1,the AI argument versus mine,,2025-09-09 17:58:41.765842+00:00,I could see some other perspectives as mentioned e.g how it affects a team bein in person so my opinion  changed slightly,no difference,I didnt feel that their opinions were that different. It made me slightly distrustful,I didnt feel that their opinions were that different. It made me slightly distrustful,,
25e15472-f01b-4a6d-bfd9-ad70c5eb2316,5270e09f-e86d-46cf-86b5-ebe8ddf36c6d,95,95.0,minority,informativeFirst,informative,1,The AI had no strong argument. They either totally agreed with me or partially did and never would change their opinions. It was a loop. ,Interesting is the last thing that would describe this session. ,2025-09-09 17:48:50.455616+00:00,My opinion maintained because no information that would change my mind was presented. I was talking to robotic yes-men who had no original thoughts.,There was no difference.,"I felt more challenged by agent 3 so that was cool honestly. However, in the end it still agreed with me it just said so in a different way than agents 1 and 2. It also just repeated the same thing over and over.",,"I felt more challenged by agent 3 so that was cool honestly. However, in the end it still agreed with me it just said so in a different way than agents 1 and 2. It also just repeated the same thing over and over.",
f243bb2d-16c1-4198-b982-a2e5f957cffc,5270e09f-e86d-46cf-86b5-ebe8ddf36c6d,95,95.0,minority,informativeFirst,normative,2,My initial thoughts.,This one was worse than the last one.,2025-09-09 17:56:07.165956+00:00,It stayed the same because nothing of importance was ever said.,There was no difference.,I did not care and expected it. It still said nothing useful.,,I did not care and expected it. It still said nothing useful.,
c16de4c9-c5f3-4853-a546-08c4224b5b28,a0bf9560-92d1-4cb1-8248-b2152eebb996,96,96.0,minorityDiffusion,normativeFirst,informative,2,"Hearing the arguments and potential reasons for his nickname, because I had no idea to begin with.",,2025-09-09 18:00:02.569118+00:00,"It made sense logically to me that it could be a reference to his perceived shorter stature vs his great achievements, so I was inclined to agree a little more that it wasn't just referring to his height in general.",No difference.,"It just becomes predictable and annoying, like they're programmed to change opinions by the 3rd or 4th answer!",,,"It just becomes predictable and annoying, like they're programmed to change opinions by the 3rd or 4th answer!"
bbd45c57-49c5-48eb-91ce-02136837b538,a0bf9560-92d1-4cb1-8248-b2152eebb996,96,96.0,minorityDiffusion,normativeFirst,normative,1,I did use the AI's initial responses to understand some different perspectives and adjust accordingly. However I didn't find them useful after that.,,2025-09-09 17:52:57.549356+00:00,Maintained because the AI's didn't contribute much after their initial 'thoughts'. ,There was no difference.,I felt baffled because it seemed to come out of nowhere.,,,I felt baffled because it seemed to come out of nowhere.
6cb8d442-65d0-410c-90e0-7a1b0b046d6a,ae947f61-8ce5-456c-9663-5e29f5248f4b,97,97.0,majority,informativeFirst,informative,1,"The first discussion I already had quite a firm stance as I have had discussions about camera's in meetings many times. 
The second discussion the AI agents just confused me which led to my final decision me lacking confidence in. ",I found it frustrating when the AI's kept saying I understand your perspective because it felt like they were just disregarding my perspective.,2025-09-09 17:50:34.461033+00:00,"I felt that AI were just saying the same things in the first discussion, which led to me digging in deeper and becoming more set on being sure. 
The second I moved about because the information they were giving me was not consistent. ",There was no difference. ,I felt confused and as it happened I felt like  I must be reading it wrong or misunderstanding. ,I felt confused and as it happened I felt like  I must be reading it wrong or misunderstanding. ,,
